Timestamp,Source
1784169481773,Front
1784169481807,Front
1784169481840,Front
1784169481873,Front
1784169481907,Front
1784169481940,Front
1784169481973,Front
1784169482007,Front
1784169482040,Front
1784169482073,Front
1784169482107,Front
1784169482140,Front
1784169482173,Front
1784169482207,Front
1784169482240,Front
1784169482273,Front
1784169482307,Front
1784169482340,Front
1784169482373,Front
1784169482407,Front
1784169482440,Front
1784169482473,Front
1784169481495,Back
1784169481528,Back
1784169481561,Back
1784169481595,Back
1784169481628,Back
1784169481661,Back
1784169481695,Back
1784169481728,Back
1784169481761,Back
1784169481795,Back
1784169481828,Back
1784169481862,Back
1784169481895,Back
1784169481928,Back
1784169481962,Back
1784169481995,Back
1784169482028,Back
1784169482062,Back
1784169482095,Back
1784169482128,Back
1784169482162,Back
1784169482195,Back
1784169482228,Back
1784169482262,Back
1784169482295,Back
1784169482328,Back
1784169482362,Back
1784169482395,Back
1784169482428,Back
1784169482462,Back
1784169482507,Front
1784169482540,Front
1784169482573,Front
1784169482607,Front
1784169482640,Front
1784169482673,Front
1784169482707,Front
1784169482740,Front
1784169482773,Front
1784169482807,Front
1784169482840,Front
1784169482873,Front
1784169482907,Front
1784169482940,Front
1784169482973,Front
1784169483007,Front
1784169483040,Front
1784169483073,Front
1784169483107,Front
1784169483140,Front
1784169483173,Front
1784169483207,Front
1784169483240,Front
1784169483273,Front
1784169483307,Front
1784169483340,Front
1784169483373,Front
1784169483407,Front
1784169483440,Front
1784169483473,Front
1784169482495,Back
1784169482528,Back
1784169482562,Back
1784169482595,Back
1784169482628,Back
1784169482662,Back
1784169482695,Back
1784169482729,Back
1784169482762,Back
1784169482795,Back
1784169482829,Back
1784169482862,Back
1784169482895,Back
1784169482929,Back
1784169482962,Back
1784169482995,Back
1784169483029,Back
1784169483062,Back
1784169483095,Back
1784169483129,Back
1784169483162,Back
1784169483195,Back
1784169483229,Back
1784169483262,Back
1784169483295,Back
1784169483329,Back
1784169483362,Back
1784169483395,Back
1784169483429,Back
1784169483462,Back
1784169483507,Front
1784169483540,Front
1784169483573,Front
1784169483607,Front
1784169483640,Front
1784169483673,Front
1784169483707,Front
1784169483740,Front
1784169483773,Front
1784169483807,Front
1784169483840,Front
1784169483873,Front
1784169483907,Front
1784169483940,Front
1784169483973,Front
1784169484007,Front
1784169484040,Front
1784169484073,Front
1784169484107,Front
1784169484140,Front
1784169484173,Front
1784169484207,Front
1784169484240,Front
1784169484273,Front
1784169484307,Front
1784169484340,Front
1784169484373,Front
1784169484407,Front
1784169484440,Front
1784169484473,Front
1784169483495,Back
1784169483529,Back
