Timestamp_unix_ms,Lat,Long,Speed_m_s,Course_deg,CourseAccuracy_deg,HorizontalAccuracy_m,VerticalAccuracy_m,is_interpolated,quality_flag
1784205766001,-38.00962630854625,-57.549592547092196,1.0515362685705125,233.27075933232072,76.63215805844777,9.540001222762648,3.3493784893479424,0,OK
1784205767001,-38.009641408190056,-57.54960098078582,1.318352177771592,226.61925471971946,58.347932360984736,9.958436387763335,3.3566962083324086,0,OK
1784205768001,-38.00965004076887,-57.54960665532033,1.414652204449521,224.21470305648603,58.34541090484804,9.878306561702251,3.1055194350170514,0,OK
1784205769001,-38.00966515057795,-57.549613959533445,1.5833055797218454,222.20317479898873,58.72698059504952,9.763059213687473,3,0,OK
1784205770001,-38.00968998080212,-57.54962060584074,1.6702817250394608,217.504488057946,49.810769260793705,10.38756245348617,3,0,OK
1784205771001,-38.00969855238052,-57.54960164385178,1.114733422882665,201.5683593256488,68.25994571493162,9.957087572402166,3,0,OK
1784205772001,-38.009725027462395,-57.54960657490071,1.3767018281733738,203.30456115859238,62.027203362317394,10.070165648627839,3,0,OK
1784205773001,-38.009728640552055,-57.54960353912515,1.0686094081874462,200.91588635444523,63.09801562052134,10.01481833105984,3,0,OK
1784205774001,-38.009750575217836,-57.5496069696356,1.4363080130032577,203.02860505485364,58.98300444889213,10.229717079003178,3.0403492228914772,0,OK
1784205775001,-38.009782623564774,-57.54961349970092,1.6473016369182925,202.12507712129678,49.00748155405817,10.321473955533586,3.4283438232149064,0,OK
1784205776001,-38.00979395432333,-57.5496231826243,1.4706626089841774,208.55715782179837,39.45283518741727,10.179897458125561,3.5060079599220253,0,OK
1784205777001,-38.009810584279485,-57.54962712813229,1.4972046382995152,205.82214910489333,55.669095658477154,10.101621049831365,3.4033061126082824,0,OK
1784205778001,-38.00982378519506,-57.5496421238964,1.3426348335209994,209.70327249697047,55.412533401578585,9.962236139673882,3.397782573645022,0,OK
1784205779001,-38.009833690220376,-57.54964937620696,1.1291104797652134,209.08843869242165,74.70462368073224,9.849670960010698,3.356776109310641,0,OK
1784205780001,-38.009847985919535,-57.54965197413697,1.0552031006207316,206.36938510735607,65.24535113609913,10.22363278037747,3.492300365510349,0,OK
1784205781001,-38.00986469025997,-57.54966547738235,1.3337992239392493,212.31471528253118,57.05215255334714,10.319289242290386,3.522691456800114,0,OK
1784205782001,-38.00988245131407,-57.54967324296714,1.4202073008425242,213.72300458289524,52.63237931459921,10.525243236175495,3.5333782426217146,0,OK
1784205783001,-38.00988716222141,-57.54968394476638,1.2133963856960461,216.5141720970543,75.9969035883517,10.365994074506887,3.222552959264121,0,OK
1784205784001,-38.00989398968044,-57.54968880933715,1.0172146565978148,213.36069914346433,93.57497856573512,10.182080271365093,3.080966200452827,0,OK
1784205785001,-38.009908590120276,-57.549710713551924,1.2321987769893794,218.99473454663698,66.06286543700207,10.436013718331115,3.1214355681969104,0,OK
1784205786001,-38.00993370273956,-57.549694645921825,1.2805295043065574,207.23934484391748,56.69097025406919,10.332630620354125,3.454793551476618,0,OK
1784205787001,-38.009946080580626,-57.54970665823226,1.296560796606865,208.58333482133855,67.70370251131123,10.032916460787062,3.304368862815075,0,OK
1784205788001,-38.0099460996452,-57.54973666132935,1.375577923233598,213.4928866603272,47.86943819122257,9.919722558481604,3.524690363710442,0,OK
1784205789001,-38.00995159502701,-57.54975867431735,1.1850650209716198,211.4380230007044,50.91186841136539,10.095997173993181,3.8418208907656797,0,OK
1784205790001,-38.00995240582487,-57.549775639100346,1.1047193165946259,217.87112955763553,71.87379311654912,10.107914512277658,3.819720378515705,0,OK
1784205791001,-38.009953018496844,-57.54978278769777,0.9921024044680002,225.56871981787887,59.3584049919645,10.2274443025014,3.9805771745722587,0,OK
1784205792001,-38.00996029582483,-57.54979758380335,0.852470612195725,237.2283703419322,95.92126830451626,10.297107563664309,4.267405563691192,0,OK
1784205793002,-38.00996685020033,-57.5498052755585,0.9109004007449983,237.0452784203764,81.15801570460073,10.30924594383606,4.329191143952499,0,OK
1784205794002,-38.00999105713153,-57.5498086438345,1.0019216945570517,229.1367320752357,43.47468036573444,10.177941467850486,4.342946330506198,0,OK
1784205795002,-38.009994398345064,-57.549819212736125,1.022091170293742,233.21693476989486,78.12820076558559,10.230395345698192,4.246615000720372,0,OK
1784205796002,-38.010011999863906,-57.549834702450475,1.2949986255585242,229.4894348472384,64.36303108174523,10.132781493866474,4.028962717734461,0,OK
1784205797002,-38.01002150224868,-57.549847392686075,1.4072444238772541,225.70832122980585,59.393680160814164,10.003886454228303,3.7773671602239838,0,OK
1784205798002,-38.01004316095421,-57.549841538062374,1.452729407218713,213.99719853137876,48.16649218569836,10.092979722728359,3.9510626839082006,0,OK
1784205799002,-38.01005617065016,-57.54984800432819,1.5660244743321656,211.12306909806222,31.129447095212893,10.052705430472399,3.991289565366388,0,OK
1784205800002,-38.01007431703186,-57.54985506288274,1.615660588063843,210.13907898201614,43.620849945761165,9.798566065139614,3.885632174148728,0,OK
1784205801002,-38.010089282890746,-57.54986260252243,1.4669860833351023,205.60648311398896,37.95356806613699,9.59492937403687,3.800609819943775,0,OK
1784205802002,-38.01010559446033,-57.54987332834315,1.547678706377492,207.71271788816196,42.52754075515515,9.53208473693841,3.8118864907516294,0,OK
1784205803002,-38.010120533310726,-57.54989420065553,1.6056960964511828,214.9088438300588,43.02043071075408,9.66424658189341,3.96395052960746,0,OK
1784205804002,-38.01012457455571,-57.54990774490756,1.4546035514958324,211.40175130760204,38.017001702365306,9.683405696438909,4.180336481149665,0,OK
1784205805002,-38.01013585990361,-57.549913689217775,1.3978293421120054,207.8811781096116,56.4047630889067,9.605626719528612,4.177611792861013,0,OK
1784205806002,-38.01014476177806,-57.54991824785718,1.342500813363844,203.90157697220354,57.17661969652529,9.499036882043399,4.258842277116762,0,OK
1784205807002,-38.01016103228057,-57.549929209937076,1.4976690342529364,203.72435891065203,53.747909521364996,9.403051005078769,4.160636762111198,0,OK
1784205808002,-38.010174520822964,-57.54993835837132,1.506382113295624,205.84331184772137,28.616860632575612,9.332738923105605,4.293127666007252,0,OK
1784205809002,-38.010181871996515,-57.549952569592115,1.4913928788100224,212.24216518814777,45.69029194011272,9.318828258460442,4.253158288753105,0,OK
1784205810002,-38.010191400102975,-57.549959060928025,1.3270067681353854,213.3880620809051,63.0996556092744,9.595649558704904,4.406173272180882,0,OK
1784205811002,-38.01019813231607,-57.54996551839727,1.2616236582489953,211.51432764529235,58.48859424412975,9.717667904880988,4.363785546324372,0,OK
1784205812002,-38.01021270455229,-57.549970183141255,1.2544686596923278,209.96441453897592,57.938304049331094,9.638016352586671,4.214979086801523,0,OK
1784205813002,-38.010220086642285,-57.54997863299304,1.2858192702881561,211.70031789864876,35.6974211795346,9.95219151473976,4.221748701067219,0,OK
1784205814002,-38.010232259486564,-57.54998396387716,1.2958436754508003,207.06496332427596,32.99887445551176,10.068660534722943,4.270564898959534,0,OK
1784205815002,-38.01024272671331,-57.549997792394876,1.4230118004000398,211.52409201294674,55.00115314482833,9.933982501092672,4.121993144649424,0,OK
1784205816002,-38.010251942477474,-57.55001710144532,1.5057633817524763,215.61449691443016,53.337491210709345,9.891199069659313,3.9974854468430014,0,OK
1784205817002,-38.01025984653119,-57.55003784153944,1.5964056825983013,222.95721217809853,50.00457864239316,9.718117444921166,3.8590243526314465,0,OK
1784205818002,-38.010259700205275,-57.55006314231368,1.5099346650444174,238.55227751086397,49.08517291402087,9.60569399776716,3.878800872318467,0,OK
1784205819002,-38.01026415907945,-57.55008867770294,1.6377875739760546,245.70983155156557,40.26155711971108,9.489386476313587,3.7333076937178213,0,OK
1784205820002,-38.010244756620054,-57.550112420001284,1.405534118419931,272.8642956375291,41.0620365200223,9.625429096611178,4.104217545258876,0,OK
1784205821002,-38.01022254585818,-57.550133935428576,1.5153676364780373,298.21079443879097,51.64716111378827,9.672789650530037,4.110776335698487,0,OK
1784205822002,-38.010210597255664,-57.55015258829762,1.468642254279723,306.0703198841906,50.728855166341056,9.840661794678454,4.2220321060445345,0,OK
1784205823002,-38.01019913849559,-57.55017337607286,1.4493502114226018,307.08608175795456,33.13849228083989,9.832969176125543,4.289334145334592,0,OK
1784205824002,-38.010190085786206,-57.550197547432425,1.4180285889820654,304.78846006391524,47.44914440253037,9.751888852244658,4.264363214019777,0,OK
1784205825002,-38.010179056727615,-57.550214949836196,1.3003846998865927,307.32097889013875,43.16519481433303,9.643145398783751,4.327569012010862,0,OK
1784205826002,-38.01016608587636,-57.55023403624881,1.2373184345455965,307.8298814073452,52.42831966219325,9.74633272357503,4.314740482253498,0,OK
1784205827003,-38.010164507523044,-57.55025219814125,1.1730440727757803,303.6123339559897,65.84783363410469,9.736840845066435,4.27994654967278,0,OK
1784205828003,-38.010156867888874,-57.55027002071076,1.411305704658573,302.40393316229114,58.820445770656626,9.683942748281881,4.1744864078586055,0,OK
1784205829003,-38.010161718719196,-57.55029342154643,1.4771521591032608,296.2012866149272,52.862897380030375,9.717365667297507,4.283541307968115,0,OK
1784205830003,-38.01016014119412,-57.550312315909366,1.4332177298723303,294.8526340563164,51.98693500445483,9.524200604913144,4.262580620356865,0,OK
1784205831003,-38.01015977512583,-57.55032940379724,1.3031346824837018,296.6559357889978,59.31472872075102,9.470370286875696,4.251583478364107,0,OK
1784205832003,-38.01015981391697,-57.55034113364736,1.0265145855604527,296.7154461856358,82.95334957733107,9.387483592781406,4.031791161780005,0,OK
1784205833003,-38.010161223704024,-57.55036127266644,1.1533045664898853,294.24115690206645,70.53131001397705,9.290399277613924,4.130499710816793,0,OK
1784205834003,-38.01014782884227,-57.55038662577972,1.2519105613811652,299.3356515805921,64.33664896943965,9.310388293872107,4.2601111798990035,0,OK
1784205835003,-38.01013863133777,-57.550408055279114,1.1453561141520645,301.6944006300169,63.538308156679115,9.359661998989106,4.42307500690822,0,OK
1784205836003,-38.01013420486871,-57.55042189786723,1.0772992508955352,304.2711153869043,44.12331176765211,9.277445435150405,4.497899531209056,0,OK
1784205837003,-38.010136603741465,-57.55043206599904,0.9381166187344281,300.4867538102122,78.75291401829278,9.177961503387468,4.499523943521161,0,OK
1784205838003,-38.010125513145546,-57.55045487108118,1.411134155459571,306.04947510052307,53.80607263000193,9.11835372085484,4.609239875935995,0,OK
1784205839003,-38.01011734383555,-57.55046680204221,1.2482779708958494,305.41240812249487,60.82116635616141,8.980391534355814,4.539952635605165,0,OK
1784205840003,-38.010108869637996,-57.55048245077235,1.3606557013911373,307.6090181602341,56.526092766593145,8.948778809602201,4.437847267731132,0,OK
1784205841003,-38.010098853842294,-57.55049496565121,1.4152996306603738,308.66070994485835,55.17025382306965,8.977181174255284,4.505563473314083,0,OK
1784205842003,-38.01008675066685,-57.550508598917,1.4720837069888881,308.3316159120385,55.29305182336808,9.000274295413456,4.378985081940221,0,OK
1784205843003,-38.01008256145336,-57.55052055104358,1.3668928549642445,307.10693199344746,60.75627739682468,9.034972641909837,4.317234969191296,0,OK
1784205844003,-38.01007717529114,-57.5505321255476,1.2631917917330142,308.157687362375,61.21188020943828,8.919948576016314,4.480638190420874,0,OK
1784205845003,-38.01006939480789,-57.55055357971448,1.44174989750232,306.7150754983546,50.78988021937228,9.05401957832868,4.840613809635026,0,OK
1784205846003,-38.01006325452172,-57.55057179254269,1.6120772279227624,304.41866013057586,47.2321362107702,8.9121343707267,4.652729275099722,0,OK
1784205847003,-38.010062584579465,-57.55058558484638,1.5041580552563303,299.2907580563391,53.07400911632556,8.948641625811291,4.423334486372404,0,OK
1784205848003,-38.01005663733601,-57.55060159984141,1.4681382464889945,300.35481574744153,32.34203977046666,9.158166300236823,4.351671193278971,0,OK
1784205849003,-38.01005027047381,-57.5506146650174,1.4508261101458735,301.75282968761553,48.88111442013947,8.886931073814518,4.014321903176865,0,OK
1784205850003,-38.01005008038271,-57.55061936981388,1.0617270215857209,299.7437236626546,77.32378284925551,8.92977951114514,3.6810165598543843,0,OK
1784205851003,-38.01004038899898,-57.55063457625578,1.1568720528723013,297.9788289806953,57.497086873727724,8.86862293689795,3.915810947140745,0,OK
1784205852003,-38.010029687095994,-57.55064369241867,1.1721112763869377,301.82457325569703,69.08227913301957,8.855111886273612,3.822567333166288,0,OK
1784205853003,-38.01002073841643,-57.55065839943875,1.255724818732643,302.33781146744604,69.31953801676462,8.687641255595711,3.6636326807334307,0,OK
1784205854003,-38.01001343474429,-57.550660350327306,0.9693216614607417,305.5897277879019,87.07870712057131,8.621888072965389,3.6127015535330997,0,OK
1784205855000,-38.01000351272226,-57.550672618523045,1.0407021224960316,304.9304436794873,73.5441089848098,8.62370362889495,3.803935089256756,0,OK
1784205856000,-38.0099986285577,-57.55068859709536,1.199609563501616,298.9336936918644,45.791377392432295,8.475075877237602,3.746360519488461,0,OK
1784205857000,-38.009994288018625,-57.55070070219867,1.2590203012911778,298.46530730507914,63.487730241908935,8.3904065229043,3.6836362894178962,0,OK
1784205858000,-38.009981457658576,-57.5507145996146,1.4388189616946945,299.79237892186234,37.52130219475929,8.265133901250733,3.7353306438718286,0,OK
1784205859000,-38.00996806057478,-57.55072906899314,1.5962466805875277,306.32221505227307,47.397957570966284,8.030895513186378,3.718906676725157,0,OK
1784205860000,-38.00996061384672,-57.55074027079703,1.433888355481844,309.42792881280593,41.77710193864626,8.061168860959501,3.9327404947056595,0,OK
1784205861000,-38.00995143642062,-57.55075213771052,1.3678610319666429,310.69526039110315,60.392696540933215,7.98710591602881,3.71890719985415,0,OK
1784205862000,-38.009934904294504,-57.550769011820236,1.672033529837121,314.16964146309357,49.63016317366055,7.9906181982543325,3.906839768057846,0,OK
1784205863000,-38.00993324234876,-57.55077956810387,1.3714469576866146,307.6364869611466,37.061989787296326,7.887808434872742,4.066012446254853,0,OK
1784205864000,-38.00992749517399,-57.55078958916446,1.2955629197067244,303.993406999959,62.02002229846893,7.862874601600754,3.847510428013272,0,OK
1784205865000,-38.009920823834406,-57.55079671585413,1.0487023723765532,307.10541553550365,73.1139051246056,7.872729742903417,3.710150832834461,0,OK
1784205866000,-38.00991236810096,-57.55080632113823,1.0000810007577219,310.7761161215729,81.51921738085309,7.886652112458243,3.6284123308495535,0,OK
1784205867000,-38.00989931465627,-57.55082241885203,1.2888219232789064,310.75818399825283,46.172860313351464,7.7302560206636795,3.6604473999934504,0,OK
1784205868000,-38.009888200274666,-57.550833563918125,1.3583454097391205,312.7237185480715,60.459173893723126,7.929791080664139,3.6037664637362194,0,OK
1784205869000,-38.0098787029751,-57.55084875805926,1.3977285927618706,310.0541361170938,60.74692070166448,7.7868183544260265,3.4071017350579833,0,OK
1784205870000,-38.00986966352248,-57.550867215762715,1.469299508615423,308.9264760977244,57.992608851942165,7.709335906580092,3.3397088566768236,0,OK
1784205871000,-38.00986264626722,-57.55088296404256,1.4586817123702018,305.22045882101924,40.05370901729837,7.766897094326168,3.363009030249798,0,OK
1784205872000,-38.00985663964183,-57.550901893422335,1.4692356582119481,300.32456934153333,57.314362877124964,7.6162622974704455,3.1860711436023355,0,OK
1784205873000,-38.00985370555593,-57.55090269297033,1.133342561958723,301.33942659898196,66.82897572428573,7.702784992260468,3.4612004754300147,0,OK
1784205874000,-38.00985052584451,-57.55091757056967,1.1230886546158152,298.1298942375105,54.82718162743421,7.558278734052153,3.4964177622018906,0,OK
1784205875000,-38.00983737610527,-57.5509278715139,1.2182771541263102,304.22007422321275,60.08428679407444,7.528444471800889,3.4776212045848807,0,OK
1784205876000,-38.00982705556492,-57.55094994186512,1.243160874906631,306.95924089834256,39.577779179556345,7.4141735399040005,3.506231217631337,0,OK
